Trip ID,Pickup Time,Drop Off Time,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,Surge Fee,Vehicle,Payment_type
86651,24/06/2024 18:09,24/06/2024 18:24,2,3.6,141,90,13.5,1,UberX,Uber Pay
86652,24/06/2024 18:13,24/06/2024 18:23,2,2.01,262,162,10,2.86,Uber Green,Uber Pay
86653,24/06/2024 18:16,24/06/2024 18:35,4,2.52,47,74,14,0,Uber Comfort,Cash
86654,24/06/2024 18:21,24/06/2024 18:29,1,1.53,234,68,8,2,UberX,Uber Pay
86655,24/06/2024 18:52,24/06/2024 18:57,1,1.87,230,90,7.5,1.25,Uber Black,Uber Pay
86656,24/06/2024 18:03,24/06/2024 18:09,1,1.3,170,229,6.5,0,UberXL,Cash
86657,24/06/2024 18:15,24/06/2024 18:22,1,1.36,233,237,7,2.82,UberXL,Uber Pay
86658,24/06/2024 18:31,24/06/2024 18:35,1,1.23,237,263,6,2.06,Uber Black,Uber Pay
86659,24/06/2024 18:31,24/06/2024 18:42,1,2.28,186,79,10,2,Uber Comfort,Uber Pay
86660,24/06/2024 18:51,24/06/2024 19:03,1,2.8,107,48,11.5,2.2,UberX,Uber Pay
86662,24/06/2024 18:40,24/06/2024 18:47,2,2.3,163,75,9,0,UberXL,Cash
86663,24/06/2024 18:02,24/06/2024 18:46,1,13.5,100,92,43.5,0,Uber Comfort,Cash
86664,24/06/2024 18:13,24/06/2024 18:27,1,3.07,234,140,12,2.44,Uber Green,Uber Pay
86665,24/06/2024 18:30,24/06/2024 18:38,1,1.9,68,162,8.5,2.55,UberX,Uber Pay
86666,24/06/2024 18:41,24/06/2024 18:46,1,1.7,229,236,7,1,UberX,Uber Pay
86667,24/06/2024 18:51,24/06/2024 18:56,2,1.26,186,249,6,2.06,Uber Green,Uber Pay
86668,24/06/2024 18:07,24/06/2024 18:17,1,2.46,263,161,10,2.86,Uber Green,Uber Pay
86669,24/06/2024 18:04,24/06/2024 18:10,1,1.41,140,263,6.5,3.24,UberXL,Uber Pay
86670,24/06/2024 18:56,24/06/2024 19:03,1,2.96,170,236,9.5,1,Uber Green,Uber Pay
86671,24/06/2024 18:45,24/06/2024 19:16,3,9.7,138,119,31.5,0,Uber Comfort,Cash
86672,24/06/2024 18:02,24/06/2024 18:14,1,2.1,237,233,10,0,Uber Green,Cash
86673,24/06/2024 18:16,24/06/2024 18:28,1,2.2,233,113,10,2.85,Uber Black,Uber Pay
86674,24/06/2024 18:10,24/06/2024 18:24,6,3.35,48,140,12.5,1.25,UberX,Uber Pay
86675,24/06/2024 18:38,24/06/2024 18:47,1,1.6,151,263,8,0,UberX,Uber Pay
86679,24/06/2024 18:08,24/06/2024 18:32,1,7.69,48,232,25.5,0,UberX,Cash
86680,24/06/2024 18:46,24/06/2024 18:53,1,2,229,263,8,0.7,UberXL,Uber Pay
86681,24/06/2024 18:05,24/06/2024 18:15,1,2.4,141,170,10,2,Uber Black,Uber Pay
86682,24/06/2024 18:33,24/06/2024 19:04,1,13.5,140,89,39,0,UberX,Uber Pay
86683,24/06/2024 18:47,24/06/2024 18:59,1,2.6,140,238,11.5,1.58,UberX,Uber Pay
86685,24/06/2024 18:10,24/06/2024 18:20,1,4.44,87,170,14,0.92,UberX,Uber Pay
86686,24/06/2024 18:23,24/06/2024 18:29,1,2.21,162,263,8,2.46,UberX,Uber Pay
86687,24/06/2024 18:10,24/06/2024 18:22,1,4.4,244,238,14.5,2.5,UberXL,Uber Pay
86689,24/06/2024 18:26,24/06/2024 18:32,1,1.66,162,237,7,2.26,Uber Black,Uber Pay
86690,24/06/2024 18:36,24/06/2024 18:51,1,2.77,75,142,12.5,0,UberX,Cash
86691,24/06/2024 18:21,24/06/2024 18:42,1,5.54,162,42,19,0,Uber Green,Cash
86692,24/06/2024 18:44,24/06/2024 18:48,1,1.25,239,238,5.5,0,UberX,Cash
86693,24/06/2024 18:16,24/06/2024 18:26,1,2.53,233,236,9.5,1.5,UberX,Uber Pay
86694,24/06/2024 18:59,24/06/2024 19:21,1,4.84,239,79,18.5,0,Uber Black,Cash
86695,24/06/2024 18:16,24/06/2024 18:30,1,5.9,138,92,18,3.2,UberXL,Uber Pay
86697,24/06/2024 18:32,24/06/2024 18:41,6,1.34,74,42,7.5,0,Uber Black,Cash
86699,24/06/2024 18:00,24/06/2024 18:06,1,1.2,100,246,6.5,2.15,UberX,Uber Pay
86700,24/06/2024 18:15,24/06/2024 18:53,3,9.6,186,119,32,9.05,Uber Comfort,Uber Pay
86701,24/06/2024 18:06,24/06/2024 18:10,1,1.1,50,163,5.5,2.9,UberXL,Uber Pay
86702,24/06/2024 18:24,24/06/2024 18:42,2,5.05,236,236,16.5,4.16,UberX,Uber Pay
86703,24/06/2024 18:51,24/06/2024 19:01,2,2.1,246,158,9.5,1,Uber Black,Uber Pay
86704,24/06/2024 18:45,24/06/2024 18:56,2,5.29,140,79,16.5,4.16,UberXL,Uber Pay
86705,24/06/2024 18:56,24/06/2024 19:13,1,6.5,161,13,20.5,3,Uber Green,Uber Pay
86706,24/06/2024 18:01,24/06/2024 18:16,1,2.65,140,238,12.5,0,UberX,Cash
86707,24/06/2024 18:35,24/06/2024 18:45,1,3.2,137,263,11.5,0,Uber Comfort,Cash
86708,24/06/2024 18:54,24/06/2024 19:08,2,3.2,141,234,13,3,UberXL,Uber Pay
86709,24/06/2024 18:26,24/06/2024 18:44,2,4.81,231,143,17,0,Uber Black,Cash
86710,24/06/2024 18:46,24/06/2024 19:05,2,4.68,143,231,18.5,3,UberX,Uber Pay
86711,24/06/2024 18:44,24/06/2024 18:53,1,2.4,230,114,10,2.85,UberXL,Uber Pay
86712,24/06/2024 18:12,24/06/2024 18:22,1,3.07,237,74,11,3.06,Uber Black,Uber Pay
86713,24/06/2024 18:28,24/06/2024 18:46,1,4.64,237,226,17,0,Uber Black,Cash
86715,24/06/2024 18:24,24/06/2024 18:45,1,5.4,125,262,19,5.8,Uber Comfort,Uber Pay
86716,24/06/2024 18:51,24/06/2024 18:57,1,1.8,262,74,7.5,0,UberXL,Cash
86718,24/06/2024 18:12,24/06/2024 18:29,1,3.72,163,226,15.5,3.96,Uber Black,Uber Pay
86719,24/06/2024 18:27,24/06/2024 18:34,2,1.3,87,232,6.5,2.15,UberX,Uber Pay
86720,24/06/2024 18:48,24/06/2024 18:55,1,1.43,142,68,7,2.26,UberX,Uber Pay
86721,24/06/2024 17:58,24/06/2024 18:07,1,1.5,234,4,8.5,3.2,Uber Green,Uber Pay
86722,24/06/2024 18:09,24/06/2024 18:15,1,1.4,262,236,6.5,2.7,UberX,Uber Pay
86724,24/06/2024 18:39,24/06/2024 18:53,1,2.8,137,236,11.5,1,Uber Green,Uber Pay
86725,24/06/2024 18:57,24/06/2024 19:10,3,3.4,230,75,13,0,Uber Green,Cash
86726,24/06/2024 18:10,24/06/2024 18:22,1,3.05,42,244,12.5,0,Uber Green,Cash
86727,24/06/2024 18:14,24/06/2024 18:24,5,2.04,237,50,9.5,2.76,Uber Green,Uber Pay
86728,24/06/2024 18:45,24/06/2024 18:50,5,1.54,237,236,6.5,2.7,UberX,Uber Pay
86729,24/06/2024 18:04,24/06/2024 18:14,1,1.95,48,143,9.5,2.76,UberX,Uber Pay
86731,24/06/2024 18:42,24/06/2024 18:50,1,1.8,162,107,8,2.45,UberX,Uber Pay
86732,24/06/2024 18:03,24/06/2024 18:09,1,1.48,236,151,7,0,Uber Green,Cash
86733,24/06/2024 18:20,24/06/2024 18:44,1,5.5,151,169,20,0,Uber Black,Cash
86734,24/06/2024 18:26,24/06/2024 18:34,3,1.88,231,113,8,0,UberX,Cash
86735,24/06/2024 18:17,24/06/2024 18:25,2,1.6,148,107,8,2.45,Uber Green,Uber Pay
86736,24/06/2024 18:28,24/06/2024 18:35,1,2.09,239,41,7.5,0,UberXL,Uber Pay
86737,24/06/2024 18:35,24/06/2024 18:57,1,6.4,170,33,21.5,5.15,Uber Green,Uber Pay
86738,24/06/2024 18:49,24/06/2024 18:57,4,1.38,236,239,7.5,2,Uber Comfort,Uber Pay
86739,24/06/2024 18:17,24/06/2024 18:31,1,6.35,75,70,19.5,0,UberX,Cash
86740,24/06/2024 18:27,24/06/2024 18:36,1,2.17,186,224,9.5,2.76,UberX,Uber Pay
86741,24/06/2024 18:23,24/06/2024 18:41,1,3.41,162,7,14.5,3.76,UberXL,Uber Pay
86742,24/06/2024 18:20,24/06/2024 18:26,1,1.11,48,163,6,0,UberX,Cash
86743,24/06/2024 18:24,24/06/2024 18:40,1,3.28,161,226,13,3.46,UberX,Uber Pay
86744,24/06/2024 18:08,24/06/2024 18:26,3,5.59,113,151,18.5,4.56,UberXL,Uber Pay
86745,24/06/2024 18:35,24/06/2024 18:41,4,1.26,238,24,6.5,0,Uber Comfort,Cash
86746,24/06/2024 18:05,24/06/2024 18:18,1,3,261,40,11.5,0,UberX,Uber Pay
86747,24/06/2024 18:23,24/06/2024 18:36,2,1.99,41,151,11,0,Uber Black,Cash
86748,24/06/2024 18:45,24/06/2024 18:55,2,2.24,143,141,9.5,2.76,Uber Green,Uber Pay
86749,24/06/2024 18:13,24/06/2024 18:21,1,1.1,236,75,7,2,Uber Comfort,Uber Pay
86750,24/06/2024 18:27,24/06/2024 18:35,1,1.6,75,24,8,0,UberX,Uber Pay
86751,24/06/2024 18:18,24/06/2024 18:23,1,1.2,142,141,6,2.55,UberX,Uber Pay
86752,24/06/2024 18:44,24/06/2024 18:52,1,1.09,125,148,7,2.26,UberX,Uber Pay
86754,24/06/2024 18:17,24/06/2024 18:21,4,1.29,141,263,5.5,1.96,UberXL,Uber Pay
86755,24/06/2024 18:51,24/06/2024 18:57,5,1.67,163,239,7,2.26,UberX,Uber Pay
86756,24/06/2024 18:45,24/06/2024 18:57,1,2.9,263,168,11,0,UberX,Cash
86757,24/06/2024 18:06,24/06/2024 18:14,1,1.92,107,229,8.5,2.2,Uber Green,Uber Pay
86758,24/06/2024 18:44,24/06/2024 18:52,1,1.04,162,48,7,2.26,Uber Comfort,Uber Pay
86759,24/06/2024 18:29,24/06/2024 18:36,1,1.5,137,229,7.5,2.35,Uber Comfort,Uber Pay
86760,24/06/2024 18:25,24/06/2024 18:34,1,1.6,163,237,8.5,2.55,Uber Comfort,Uber Pay
86762,24/06/2024 18:11,24/06/2024 18:20,1,2.63,161,43,10,1.5,UberXL,Uber Pay
86763,24/06/2024 18:46,24/06/2024 19:05,1,5.2,234,7,18,5.55,Uber Green,Uber Pay
86764,24/06/2024 18:39,24/06/2024 18:54,1,3.7,151,162,14,3.65,Uber Green,Uber Pay
86765,24/06/2024 18:12,24/06/2024 18:39,1,6.15,230,116,22,5.26,Uber Green,Uber Pay
86766,24/06/2024 18:36,24/06/2024 18:50,1,2.99,114,163,12.5,3.36,Uber Black,Uber Pay
86767,24/06/2024 18:53,24/06/2024 19:37,1,16.69,237,108,49,0,UberX,Uber Pay
86768,24/06/2024 18:03,24/06/2024 18:13,1,2,90,162,9.5,0,Uber Comfort,Cash
86769,24/06/2024 18:22,24/06/2024 18:34,2,2.7,163,239,11,3.83,Uber Black,Uber Pay
86770,24/06/2024 18:46,24/06/2024 18:53,1,1.1,90,224,6.5,2.15,UberXL,Uber Pay
86772,24/06/2024 18:10,24/06/2024 18:22,1,2.8,164,145,12,4,UberXL,Uber Pay
86774,24/06/2024 18:15,24/06/2024 18:26,1,1.8,142,140,9.5,0,Uber Green,Cash
86776,24/06/2024 18:04,24/06/2024 18:08,1,1.63,229,107,6.5,1,UberX,Uber Pay
86778,24/06/2024 18:46,24/06/2024 19:03,4,4.9,48,226,17,0,UberX,Uber Pay
86779,24/06/2024 18:02,24/06/2024 18:13,1,1.89,263,229,9,2.66,Uber Comfort,Uber Pay
86780,24/06/2024 18:26,24/06/2024 18:41,2,2.9,152,244,12.5,0,UberXL,Cash
86781,24/06/2024 18:39,24/06/2024 18:52,2,2.8,231,97,11,0,UberXL,Cash
86782,24/06/2024 18:22,24/06/2024 18:48,3,15.55,132,145,43,0,Uber Green,Cash
86783,24/06/2024 18:08,24/06/2024 18:37,1,10.6,231,179,34.5,7.75,Uber Green,Uber Pay
86784,24/06/2024 18:27,24/06/2024 18:42,1,4.37,142,226,15,0,Uber Comfort,Cash
86785,24/06/2024 18:27,24/06/2024 18:46,1,4.31,236,90,17,4.26,UberX,Uber Pay
86787,24/06/2024 18:07,24/06/2024 18:13,1,1.62,161,236,7,1.7,UberXL,Uber Pay
86789,24/06/2024 18:28,24/06/2024 18:38,1,2.2,236,238,10,2.86,Uber Comfort,Uber Pay
86790,24/06/2024 18:44,24/06/2024 19:07,1,6.49,79,75,22.5,0,Uber Comfort,Cash
86791,24/06/2024 17:57,24/06/2024 18:26,5,5.95,100,42,22.5,5.36,Uber Black,Uber Pay
86793,24/06/2024 18:40,24/06/2024 18:55,1,4.6,74,223,15.5,1.5,UberX,Uber Pay
86794,24/06/2024 18:33,24/06/2024 18:43,1,2,186,79,9,0,UberX,Cash
86795,24/06/2024 18:20,24/06/2024 18:28,2,1.87,90,50,8.5,3.2,Uber Comfort,Uber Pay
86797,24/06/2024 18:34,24/06/2024 18:38,1,1.1,140,229,5.5,2.94,UberX,Uber Pay
86798,24/06/2024 18:53,24/06/2024 19:01,1,1.8,162,234,8,1.85,Uber Comfort,Uber Pay
86799,24/06/2024 18:17,24/06/2024 18:29,1,2.3,230,263,10,2,UberXL,Uber Pay
86800,24/06/2024 18:11,24/06/2024 18:24,1,3.2,163,79,12,3.25,Uber Green,Uber Pay
86801,24/06/2024 18:31,24/06/2024 18:40,1,1.96,90,246,9,2.66,UberX,Uber Pay
86803,24/06/2024 18:02,24/06/2024 18:09,1,1.79,249,246,7.5,2.36,Uber Black,Uber Pay
86804,24/06/2024 18:43,24/06/2024 18:55,6,4.9,142,116,16.5,1.8,UberX,Uber Pay
86805,24/06/2024 18:12,24/06/2024 18:36,2,7.1,48,42,23.5,3,UberXL,Uber Pay
86806,24/06/2024 18:56,24/06/2024 19:08,5,2.99,114,229,11.5,0,UberX,Cash
86807,24/06/2024 18:35,24/06/2024 18:50,1,3.8,75,107,13.5,0,Uber Black,Uber Pay
86809,24/06/2024 18:21,24/06/2024 18:29,1,2.03,239,43,8.5,3.2,Uber Green,Uber Pay
86810,24/06/2024 18:22,24/06/2024 18:28,1,1.62,43,238,7,0,Uber Black,Cash
86811,24/06/2024 18:05,24/06/2024 18:22,5,3.87,151,244,15,4.2,UberX,Uber Pay
86813,24/06/2024 18:53,24/06/2024 19:32,2,20.2,162,150,55,16.35,UberXL,Uber Pay
86814,24/06/2024 18:21,24/06/2024 19:01,1,9.89,68,177,34.5,0,Uber Green,Uber Pay
86815,24/06/2024 18:49,24/06/2024 18:54,1,1.3,142,48,6,2.06,UberXL,Uber Pay
86816,24/06/2024 18:16,24/06/2024 18:39,1,5.34,249,24,19.5,7.14,UberX,Uber Pay
86817,24/06/2024 18:25,24/06/2024 18:29,1,1.13,263,237,6,2.06,UberX,Uber Pay
86818,24/06/2024 18:50,24/06/2024 18:57,3,1.92,43,238,8,3.69,UberX,Uber Pay
86819,24/06/2024 18:55,24/06/2024 19:02,2,1.86,263,74,8,0,UberX,Cash
86820,24/06/2024 18:54,24/06/2024 19:02,1,1.9,237,239,8,3.08,Uber Green,Uber Pay
86821,24/06/2024 18:53,24/06/2024 18:56,3,1.24,140,229,5.5,1.96,Uber Comfort,Uber Pay
86822,24/06/2024 18:29,24/06/2024 18:33,1,1.36,68,48,6.5,2.16,UberX,Uber Pay
86823,24/06/2024 18:50,24/06/2024 18:55,1,1.04,263,75,6,2.06,Uber Black,Uber Pay
86824,24/06/2024 18:21,24/06/2024 18:33,1,2.2,262,238,10,2.85,UberX,Uber Pay
86825,24/06/2024 18:29,24/06/2024 18:38,1,1.4,170,48,8,0,UberX,Cash
86826,24/06/2024 18:24,24/06/2024 19:04,1,14.05,41,225,42.5,5,UberXL,Uber Pay
86827,24/06/2024 18:15,24/06/2024 18:26,1,1.86,249,13,10,2.14,UberX,Uber Pay
86828,24/06/2024 18:34,24/06/2024 18:47,1,3.42,231,25,13,0,Uber Comfort,Cash
86829,24/06/2024 18:07,24/06/2024 18:27,1,4.26,263,246,17,0,UberX,Cash
86830,24/06/2024 18:31,24/06/2024 18:47,1,4.16,246,236,15.5,0,UberX,Cash
86831,24/06/2024 18:10,24/06/2024 18:48,4,10.49,132,61,36.5,0,UberXL,Cash
86833,24/06/2024 18:29,24/06/2024 18:37,1,1.77,237,263,8,1,UberXL,Uber Pay
86834,24/06/2024 18:35,24/06/2024 18:52,1,5.2,141,211,18.5,4.56,Uber Black,Uber Pay
86835,24/06/2024 17:59,24/06/2024 18:06,1,1.19,238,75,7,0,Uber Green,Cash
86837,24/06/2024 18:55,24/06/2024 19:06,6,1.86,238,236,10,2.86,Uber Black,Uber Pay
86840,24/06/2024 18:25,24/06/2024 18:45,2,7.84,236,87,24,3,Uber Comfort,Uber Pay
86841,24/06/2024 18:22,24/06/2024 18:58,1,11.5,87,95,36,8,Uber Black,Uber Pay
86842,24/06/2024 18:05,24/06/2024 18:23,1,4.7,239,244,16.5,0,Uber Comfort,Cash
86843,24/06/2024 18:48,24/06/2024 19:07,1,4.4,238,244,17,3.75,Uber Comfort,Uber Pay
86845,24/06/2024 18:20,24/06/2024 18:31,1,2.8,230,236,10.5,0,UberX,Cash
86846,24/06/2024 18:10,25/06/2024 18:07,3,2.08,158,48,7.5,2.36,Uber Black,Uber Pay
86848,24/06/2024 18:43,24/06/2024 18:55,2,2.3,162,263,11,0,UberX,Cash
86849,24/06/2024 17:58,24/06/2024 18:15,5,2.93,233,75,14,3.66,UberX,Uber Pay
86850,24/06/2024 18:39,24/06/2024 18:52,5,1.53,141,163,10,0,UberX,Cash
86851,24/06/2024 18:14,24/06/2024 18:24,1,1.41,79,113,8,3.08,UberX,Uber Pay
86852,24/06/2024 18:48,24/06/2024 19:02,1,2.69,186,148,12,3.26,UberX,Uber Pay
86853,24/06/2024 18:57,24/06/2024 19:06,1,1.21,229,237,7.5,1.77,Uber Green,Uber Pay
86854,24/06/2024 18:37,24/06/2024 18:41,1,1.38,161,100,6,0,Uber Comfort,Cash
86855,24/06/2024 18:22,24/06/2024 18:27,1,1.3,237,161,6.5,2,UberXL,Uber Pay
86856,24/06/2024 18:39,24/06/2024 18:45,3,1.82,170,141,7.5,1.77,UberX,Uber Pay
86857,24/06/2024 18:39,24/06/2024 18:49,1,3.18,141,74,11,3.06,Uber Black,Uber Pay
86858,24/06/2024 18:28,24/06/2024 18:35,1,1.74,114,87,7.5,2,Uber Comfort,Uber Pay
86859,24/06/2024 18:53,24/06/2024 19:02,1,2.58,79,140,10,3.58,Uber Green,Uber Pay
86860,24/06/2024 18:20,24/06/2024 18:30,2,3.3,137,262,11.5,1,UberXL,Uber Pay
86861,24/06/2024 18:02,24/06/2024 18:12,1,1.51,24,75,8.5,0,UberX,Cash
86862,24/06/2024 18:03,24/06/2024 18:08,3,1.31,162,170,6.5,0,UberX,Cash
86863,24/06/2024 18:37,24/06/2024 18:48,1,1.8,50,162,9,3.3,Uber Comfort,Uber Pay
86865,24/06/2024 18:12,24/06/2024 18:18,1,1.69,211,90,7.5,2.36,UberX,Uber Pay
86866,24/06/2024 18:19,24/06/2024 18:27,1,1.55,90,158,8,2.46,UberX,Uber Pay
86867,24/06/2024 18:48,24/06/2024 18:58,1,1.92,48,141,9.5,2.76,Uber Comfort,Uber Pay
86868,24/06/2024 18:35,24/06/2024 18:44,1,2.39,162,236,9.5,3.45,Uber Black,Uber Pay
86869,24/06/2024 18:50,24/06/2024 18:55,1,1.07,236,141,6,0,UberXL,Cash
86870,24/06/2024 18:58,24/06/2024 19:04,1,1.03,141,236,6.5,0,UberXL,Cash
86871,24/06/2024 18:22,24/06/2024 18:36,1,2.7,41,69,11.5,0,UberXL,Cash
86872,24/06/2024 18:19,24/06/2024 18:32,1,3.5,239,246,13.5,5.3,UberXL,Uber Pay
86873,24/06/2024 18:09,24/06/2024 18:21,1,2.9,236,48,11.5,3.15,Uber Black,Uber Pay
86875,24/06/2024 18:51,24/06/2024 18:53,1,1.01,233,137,5,1.86,Uber Black,Uber Pay
86876,24/06/2024 18:51,24/06/2024 19:04,1,3.87,186,263,13,3,Uber Comfort,Uber Pay
86877,24/06/2024 18:32,24/06/2024 18:38,1,1.5,161,140,7,2.25,UberX,Uber Pay
86878,24/06/2024 18:52,24/06/2024 19:00,1,1.9,161,263,9,0,Uber Black,Cash
86879,24/06/2024 18:40,24/06/2024 18:56,1,4.46,186,112,15.5,5.18,UberXL,Uber Pay
86882,24/06/2024 18:12,24/06/2024 18:44,1,3.1,141,107,21,5.05,UberX,Uber Pay
86883,24/06/2024 18:16,24/06/2024 18:26,4,1.92,237,239,9.5,0,Uber Green,Cash
86884,24/06/2024 18:10,24/06/2024 18:45,1,13,90,220,38,0,Uber Green,Amazon Pay
86885,24/06/2024 18:30,24/06/2024 18:46,1,7.3,138,98,21,0,UberX,Cash
86886,24/06/2024 18:16,24/06/2024 18:23,1,1.15,239,238,6.5,0,UberX,Cash
86887,24/06/2024 18:29,24/06/2024 18:50,1,3.57,41,69,15.5,0,UberX,Cash
86888,24/06/2024 18:23,24/06/2024 18:29,2,1.33,166,238,7,0,Uber Green,Cash
86889,24/06/2024 18:06,24/06/2024 18:32,1,5.6,100,7,21.5,5.16,UberXL,Uber Pay
86890,24/06/2024 18:17,24/06/2024 18:30,1,2.45,262,143,11,0,UberX,Cash
86891,24/06/2024 18:08,24/06/2024 18:20,1,3.3,161,211,12,3.26,UberX,Uber Pay
86892,24/06/2024 18:57,24/06/2024 19:07,1,1.7,249,137,8.5,0,UberX,Cash
86893,24/06/2024 18:07,24/06/2024 18:44,1,6.08,100,217,28.5,0,Uber Black,Cash
86894,24/06/2024 18:41,24/06/2024 18:50,2,1.9,142,238,8.5,0,Uber Green,Cash
86895,24/06/2024 18:57,24/06/2024 19:02,1,1.08,231,144,5.5,1,UberXL,Uber Pay
86896,24/06/2024 18:39,24/06/2024 18:51,1,2.5,74,141,11,2,UberX,Uber Pay
86897,24/06/2024 18:29,24/06/2024 18:31,1,1.08,229,137,5,1,Uber Black,Uber Pay
86898,24/06/2024 18:32,24/06/2024 18:35,1,1.03,137,79,5,2.33,Uber Comfort,Uber Pay
86900,24/06/2024 18:09,24/06/2024 18:16,1,1.82,142,161,8,2.46,UberX,Uber Pay
86901,24/06/2024 18:16,24/06/2024 18:26,1,2.7,161,263,10,4.29,UberX,Uber Pay
86902,24/06/2024 18:01,24/06/2024 18:35,3,12,137,14,36,9.25,UberX,Uber Pay
86903,24/06/2024 18:58,24/06/2024 19:08,1,2,100,229,9,0,UberX,Cash
86904,24/06/2024 18:16,24/06/2024 18:21,1,1.19,158,68,6,2.06,Uber Green,Uber Pay
86905,24/06/2024 18:09,24/06/2024 18:30,1,7.47,138,255,24,0,Uber Comfort,Cash
86906,24/06/2024 18:03,24/06/2024 18:25,1,6.8,231,140,22.5,3.2,Uber Green,Uber Pay
86907,24/06/2024 18:48,24/06/2024 18:56,1,1.38,239,151,7,0,UberX,Cash
86908,24/06/2024 18:22,24/06/2024 18:31,1,1.68,166,74,8,0,UberX,Cash
86909,24/06/2024 18:51,24/06/2024 18:54,1,1.23,43,43,5.5,1.96,UberX,Uber Pay
86910,24/06/2024 18:15,24/06/2024 18:26,6,2.7,162,4,10.5,2,Uber Comfort,Uber Pay
86911,24/06/2024 18:36,24/06/2024 18:51,5,4.9,137,74,15.5,4.95,Uber Green,Uber Pay
86912,24/06/2024 18:40,24/06/2024 18:56,3,2.64,107,231,12,3.26,Uber Green,Uber Pay
86913,24/06/2024 18:41,24/06/2024 18:49,1,2.44,43,41,9,2,Uber Black,Uber Pay
86914,24/06/2024 18:36,24/06/2024 18:44,2,1.42,186,137,7,2.82,UberXL,Uber Pay
86916,24/06/2024 18:17,24/06/2024 18:42,2,8.33,116,211,27.5,0.1,Uber Green,Uber Pay
86917,24/06/2024 18:56,24/06/2024 18:58,1,1.1,74,75,5,0,Uber Green,Cash
86918,24/06/2024 14:38,24/06/2024 14:46,1,1.3,68,246,7.5,2.36,UberXL,Uber Pay
86919,24/06/2024 18:17,24/06/2024 18:26,2,3.03,107,141,10.5,2.22,UberXL,Uber Pay
86920,24/06/2024 18:13,24/06/2024 18:30,1,3.97,74,244,16.5,0,UberX,Uber Pay
86921,24/06/2024 18:50,24/06/2024 18:59,1,2.2,152,244,9.5,0,UberX,Cash
86922,24/06/2024 18:51,24/06/2024 19:11,1,8.88,70,238,27,7.48,UberX,Uber Pay
86923,24/06/2024 18:20,24/06/2024 18:44,2,6.8,237,13,24,2,UberX,Uber Pay
86924,24/06/2024 18:50,24/06/2024 18:57,1,2.7,231,246,10,2.85,Uber Black,Uber Pay
86925,24/06/2024 18:26,24/06/2024 18:38,1,2.1,74,151,9.5,0,Uber Green,Cash
86926,24/06/2024 18:00,24/06/2024 18:07,1,1.1,50,100,6.5,0,UberXL,Uber Pay
86927,24/06/2024 18:40,24/06/2024 18:48,1,1.8,238,41,8,0,Uber Black,Cash
86928,24/06/2024 18:04,24/06/2024 18:22,1,3.05,263,41,14,3.66,UberXL,Uber Pay
86929,24/06/2024 18:26,24/06/2024 18:39,1,3.24,163,249,12.5,2,UberX,Uber Pay
86930,24/06/2024 18:43,24/06/2024 18:57,2,4.53,90,43,15,1,Uber Comfort,Uber Pay
86931,24/06/2024 18:21,24/06/2024 18:42,1,4,43,42,16.5,0,UberXL,Cash
86932,24/06/2024 18:41,24/06/2024 18:50,1,2.55,170,142,9.5,0,Uber Black,Cash
86933,24/06/2024 19:38,24/06/2024 19:48,1,1.41,237,239,8.5,3.2,UberX,Uber Pay
86934,24/06/2024 19:14,24/06/2024 19:20,1,1.04,166,151,5.5,1.46,Uber Comfort,Uber Pay
86935,24/06/2024 19:01,24/06/2024 19:10,1,1.7,231,234,8,0,UberXL,Cash
86936,24/06/2024 19:07,24/06/2024 19:17,1,1.2,137,186,8,2.45,UberX,Uber Pay
86937,24/06/2024 19:31,24/06/2024 19:47,1,2.3,234,158,11.5,4.7,UberX,Uber Pay
86938,24/06/2024 19:49,24/06/2024 20:04,1,2.6,142,262,12.5,4.2,UberX,Uber Pay
86939,24/06/2024 19:23,24/06/2024 19:31,1,2.2,41,236,9,1,Uber Black,Uber Pay
86940,24/06/2024 19:39,24/06/2024 19:43,1,1.74,263,74,6.5,0,UberX,Cash
86941,24/06/2024 19:23,24/06/2024 19:31,1,1.2,142,143,7,0,Uber Green,Cash
86942,24/06/2024 19:16,24/06/2024 19:29,1,2.99,140,238,12,3,Uber Green,Uber Pay
86943,24/06/2024 19:29,24/06/2024 19:36,1,1.44,237,75,7.5,2.36,UberX,Uber Pay
86944,24/06/2024 19:55,24/06/2024 20:08,1,3.2,229,249,12.5,2,UberX,Uber Pay
86945,24/06/2024 19:37,24/06/2024 19:50,1,3.71,140,186,13,3,UberX,Uber Pay
86946,24/06/2024 19:08,24/06/2024 19:12,1,1.32,186,249,5.5,0,Uber Green,Cash
86947,24/06/2024 19:55,24/06/2024 20:06,1,1.4,234,246,8.5,3.65,UberX,Uber Pay
86949,24/06/2024 18:36,24/06/2024 18:43,1,1.76,68,137,7.5,2.36,UberX,Uber Pay
86950,24/06/2024 19:28,24/06/2024 19:34,2,1.28,230,237,6.5,5,UberXL,Uber Pay
86951,24/06/2024 19:22,24/06/2024 19:50,1,6.4,113,61,23.5,5.56,UberX,Uber Pay
86952,24/06/2024 19:25,24/06/2024 20:00,5,10.97,132,36,35,3,UberX,Uber Pay
86953,24/06/2024 19:22,24/06/2024 19:38,1,3,75,159,12.5,0,Uber Green,Cash
